time,log_danger
0.0,0.9068268746170266
0.0168067226890756,0.6430298287962796
0.0169491525423728,0.8086458842258717
0.0336134453781512,0.6449526915185351
0.0338983050847457,0.8064956860434986
0.0504201680672268,0.6468837900981749
0.0508474576271186,0.8045094203517751
0.0672268907563025,0.6488231481254765
0.0677966101694915,0.8026805916054369
0.0840336134453781,0.6507707894205341
0.0847457627118644,0.801003493194436
0.1008403361344537,0.6527267380515757
0.1016949152542373,0.7994731004106842
0.1176470588235294,0.6546910183544172
0.1186440677966101,0.7980849798091257
0.134453781512605,0.6566636549530687
0.135593220338983,0.7968352121916983
0.1512605042016806,0.6586446727815624
0.1525423728813559,0.7957203269777843
0.1680672268907563,0.6606340971070607
0.1694915254237288,0.794737246145997
0.1848739495798319,0.6626319535542994
0.1864406779661017,0.7938832362664087
0.2016806722689075,0.6646382681314339
0.2033898305084746,0.793155867409084
0.2184873949579832,0.6666530672573361
0.2203389830508474,0.7925529779294044
0.2352941176470588,0.6686763777904378
0.2372881355932203,0.7920726443040753
0.2521008403361344,0.6707082270591573
0.2542372881355932,0.7917131553330187
0.2689075630252101,0.6727486428940159
0.2711864406779661,0.7914729901378363
0.2857142857142857,0.6747976536614847
0.288135593220339,0.7913507994828817
0.3025210084033613,0.6768552882996801
0.3050847457627119,0.7913453900237339
0.3193277310924369,0.6789215763559465
0.3220338983050847,0.7914557111537672
0.3361344537815126,0.6809965480264552
0.3389830508474576,0.7916808441747094
0.3529411764705882,0.6830802341978798
0.3559322033898305,0.7920199935637737
0.3697478991596638,0.685172666491252
0.3728813559322034,0.7924724801498898
0.3865546218487394,0.6872738773081025
0.3898305084745763,0.7930377360457452
0.4033613445378151,0.6893838998789625
0.4067796610169492,0.7937153012123014
0.4201680672268907,0.6915027683143795
0.423728813559322,0.794504821558653
0.4369747899159664,0.6936305176584974
0.4406779661016949,0.7954060485036576
0.453781512605042,0.6957671839453735
0.4576271186440678,0.7964188399470004
0.4705882352941176,0.6979128042581146
0.4745762711864407,0.7975431626171495
0.4873949579831932,0.7000674167909836
0.4915254237288136,0.7987790957821228
0.5042016806722689,0.7022310609145714
0.5084745762711864,0.8001268363269631
0.5210084033613445,0.7044037772442382
0.5254237288135594,0.8015867052192753
0.5378151260504201,0.7065856077118767
0.5423728813559322,0.8031591554019312
0.5546218487394958,0.7087765956412445
0.559322033898305,0.8048447811700917
0.5714285714285714,0.7109767858269443
0.576271186440678,0.8066443291087427
0.5882352941176471,0.7131862246172455
0.5932203389830508,0.8085587106870724
0.6050420168067226,0.7154049600009537
0.6101694915254238,0.8105890166280361
0.6218487394957983,0.7176330416984362
0.6271186440677966,0.8127365331954248
0.6386554621848739,0.71987052125705
0.6440677966101694,0.8150027605677186
0.6554621848739496,0.7221174521511394
0.6610169491525424,0.8173894334979698
0.6722689075630252,0.724373889886844
0.6779661016949152,0.8198985444934308
0.6890756302521008,0.7266398921118661
0.6949152542372882,0.8225323697876643
0.7058823529411764,0.7289155187305131
0.711864406779661,0.8252934984232794
0.7226890756302521,0.7312008320241639
0.7288135593220338,0.8281848648157462
0.7394957983193277,0.7334958967774962
0.7457627118644068,0.8312097852302621
0.7563025210084033,0.7358007804106366
0.7627118644067796,0.8343719986754361
0.7731092436974789,0.7381155531176301
0.7796610169491526,0.8376757128026844
0.7899159663865546,0.7404402880113854
0.7966101694915254,0.8411256555010582
0.8067226890756303,0.7427750612755086
0.8135593220338984,0.8447271329975621
0.8235294117647058,0.7451199523232825
0.8305084745762712,0.848486095417389
0.8403361344537815,0.7474750439641586
0.847457627118644,0.8524092109324335
0.8571428571428571,0.7498404225780808
0.864406779661017,0.8565039498374671
0.8739495798319328,0.7522161782980539
0.8813559322033898,0.8607786801502701
0.8907563025210083,0.7546024052013237
0.8983050847457628,0.8652427766473488
0.907563025210084,0.7569992015095812
0.9152542372881356,0.8699067456351992
0.9243697478991596,0.7594066697986341
0.9322033898305084,0.8747823682393325
0.9411764705882352,0.7618249172180129
0.9491525423728814,0.8798828655948949
0.9579831932773109,0.7642540557209725
0.9661016949152542,0.8852230900791088
0.9747899159663864,0.766694202305428
0.9830508474576272,0.8908197476824609
0.991596638655462,0.7691454792663389
1.0,0.8966916578349493
1.0084033613445378,0.7716080144601679
1.0252100840336134,0.7740819415819216
1.042016806722689,0.7765674004555352
1.0588235294117647,0.7790645373381772
1.0756302521008403,0.7815735052392743
1.092436974789916,0.7840944642549275
1.1092436974789917,0.7866275819186525
1.1260504201680672,0.7891730335691897
1.1428571428571428,0.7917310027363293
1.1596638655462184,0.7943016815457846
1.1764705882352942,0.7968852711440749
1.1932773109243695,0.7994819821444912
1.2100840336134453,0.8020920350954406
1.2268907563025209,0.8047156609722648
1.2436974789915969,0.8073531016939772
1.2605042016806722,0.8100046106662543
1.2773109243697478,0.8126704533522408
1.2941176470588234,0.8153509078727884
1.3109243697478992,0.8180462656378222
1.3277310924369747,0.8207568320106842
1.3445378151260503,0.8234829270074817
1.361344537815126,0.826224886033504
1.3781512605042017,0.8289830606589977
1.3949579831932772,0.8317578194367438
1.4117647058823528,0.8345495487640451
1.4285714285714286,0.8373586537919514
1.4453781512605042,0.8401855593846959
1.4621848739495795,0.8430307111326744
1.478991596638655,0.8458945764223798
1.495798319327731,0.8487776455671607
1.512605042016807,0.8516804330028023
1.5294117647058822,0.8546034785523555
1.5462184873949578,0.8575473487649932
1.5630252100840336,0.8605126383340401
1.5798319327731092,0.8634999715996643
1.5966386554621848,0.8665100041423934
1.6134453781512603,0.8695434244739394
1.630252100840336,0.8726009558324623
1.6470588235294117,0.8756833580900234
1.6638655462184873,0.878791429780649
1.680672268907563,0.8819260102581978
1.6974789915966386,0.8850879819940922
1.7142857142857142,0.8882782730257865
1.7310924369747898,0.8914978595680161
1.7478991596638656,0.8947477687999437
1.7647058823529411,0.8980290818425489
1.7815126050420167,0.9013429369421242
1.7983193277310925,0.9046905328771571
1.815126050420168,0.9080731326078084
1.831932773109244,0.911492067189078
1.8487394957983192,0.9149487399708346
1.8655462184873948,0.9184446311105638
1.8823529411764703,0.9219813024274213
1.899159663865546,0.9255604026289732
1.9159663865546217,0.9291836729461467
1.9327731092436973,0.9328529532151456
1.949579831932773,0.9365701884503032
1.9663865546218489,0.9403374359562937
1.983193277310924,0.9441568730344174
2.0,0.9480308053439251
